Province,Date,negative,presumptive_negative,under_investigation,presumptive_positive,confirmed_positive,resolved,deceased,total_testing,Hospitalization,ICU,Ventilator,source,Note
NS,2020-09-15,84089,NA,NA,NA,1086,1020,65,NA,0,0,NA,Input, NA
NS,2020-09-16,84747,NA,NA,NA,1086,1020,65,NA,0,0,NA,Input, NA
NS,2020-09-17,85288,NA,NA,NA,1086,1020,65,NA,0,0,NA,Input, NA
NS,2020-09-18,86031,NA,NA,NA,1086,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-19,86859,NA,NA,NA,1086,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-20,87428,NA,NA,NA,1086,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-21,87928,NA,NA,NA,1086,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-22,88460,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-23,89037,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-24,89930,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-25,90719,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-26,91459,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-27,92348,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-28,93039,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-29,93644,NA,NA,NA,1087,1021,65,NA,0,0,NA,Input, NA
NS,2020-09-30,94414,NA,NA,NA,1088,1021,65,NA,0,0,NA,Input, NA
NS,2020-10-01,95244,NA,NA,NA,1088,1021,65,NA,0,0,NA,Input, NA
NS,2020-10-02,95956,NA,NA,NA,1089,1021,65,NA,0,0,NA,Input, NA
NS,2020-10-03,96701,NA,NA,NA,1089,1021,65,NA,0,0,NA,Input, NA
NS,2020-10-04,97221,NA,NA,NA,1089,1021,65,NA,0,0,NA,Input, NA
NS,2020-10-05,97677,NA,NA,NA,1089,1021,65,NA,1,1,NA,Input, NA
NS,2020-10-06,98110,NA,NA,NA,1089,1021,65,NA,1,1,NA,Input, NA
NS,2020-10-07,98704,NA,NA,NA,1089,1021,65,NA,1,1,NA,Input, NA
NS,2020-10-08,99388,NA,NA,NA,1089,1021,65,NA,1,1,NA,Input, NA
NS,2020-10-09,100109,NA,NA,NA,1089,1021,65,NA,1,1,NA,Input, NA
NS,2020-10-10,100542,NA,NA,NA,1092,1022,65,NA,1,1,NA,Input, NA
NS,2020-10-11,101075,NA,NA,NA,1092,1023,65,NA,1,1,NA,Input, NA
NS,2020-10-12,101310,NA,NA,NA,1092,1023,65,NA,1,1,NA,Input, NA
NS,2020-10-13,101750,NA,NA,NA,1092,1023,65,NA,1,1,NA,Input, NA
NS,2020-10-14,102273,NA,NA,NA,1092,1023,65,NA,1,1,NA,Input, NA
NS,2020-10-15,102918,NA,NA,NA,1092,1024,65,NA,1,1,NA,Input, NA
NS,2020-10-16,103590,NA,NA,NA,1093,1024,65,NA,0,0,NA,Input, NA
NS,2020-10-17,104392,NA,NA,NA,1095,1025,65,NA,0,0,NA,Input, NA
NS,2020-10-18,104830,NA,NA,NA,1097,1026,65,NA,0,0,NA,Input, NA
NS,2020-10-19,105189,NA,NA,NA,1097,1026,65,NA,0,0,NA,Input, NA
NS,2020-10-20,105651,NA,NA,NA,1097,1027,65,NA,0,0,NA,Input, NA
NS,2020-10-21,106213,NA,NA,NA,1097,1027,65,NA,0,0,NA,Input, NA
NS,2020-10-22,106965,NA,NA,NA,1097,1028,65,NA,0,0,NA,Input, NA
NS,2020-10-23,107622,NA,NA,NA,1097,1028,65,NA,0,0,NA,Input, NA
NS,2020-10-24,108287,NA,NA,NA,1100,1029,65,NA,0,0,NA,Input, NA
NS,2020-10-25,108690,NA,NA,NA,1100,1029,65,NA,0,0,NA,Input, NA
NS,2020-10-26,109032,NA,NA,NA,1101,1031,65,NA,0,0,NA,Input, NA
NS,2020-10-27,109462,NA,NA,NA,1102,1031,65,NA,0,0,NA,Input, NA
NS,2020-10-28,110079,NA,NA,NA,1102,1032,65,NA,0,0,NA,Input, NA
NS,2020-10-29,110723,NA,NA,NA,1102,1033,65,NA,0,0,NA,Input, NA
NS,2020-10-30,111395,NA,NA,NA,1104,1033,65,NA,0,0,NA,Input, NA
NS,2020-10-31,111911,NA,NA,NA,1109,1033,65,NA,0,0,NA,Input, NA
NS,2020-11-01,112339,NA,NA,NA,1111,1033,65,NA,0,0,NA,Input, NA
NS,2020-11-02,112750,NA,NA,NA,1113,1033,65,NA,0,0,NA,Input, NA
NS,2020-11-03,113202,NA,NA,NA,1114,1033,65,NA,0,0,NA,Input, NA
NS,2020-11-04,114037,NA,NA,NA,1118,1034,65,NA,0,0,NA,Input, NA
NS,2020-11-05,114607,NA,NA,NA,1119,1036,65,NA,0,0,NA,Input, NA
NS,2020-11-06,114607,NA,NA,NA,1121,1040,65,NA,0,0,NA,Input, "did not update negative tests"
NS,2020-11-07,116300,NA,NA,NA,1125,1040,65,NA,0,0,NA,Input, NA
NS,2020-11-08,116870,NA,NA,NA,1128,1043,65,NA,0,0,NA,Input, NA
NS,2020-11-09,117623,NA,NA,NA,1129,1048,65,NA,0,0,NA,Input, NA
NS,2020-11-10,118317,NA,NA,NA,1132,1049,65,NA,0,0,NA,Input, NA
NS,2020-11-11,119136,NA,NA,NA,1134,1049,65,NA,0,0,NA,Input, NA
NS,2020-11-12,119799,NA,NA,NA,1134,1050,65,NA,0,0,NA,Input, NA
NS,2020-11-13,120791,NA,NA,NA,1136,1052,65,NA,0,0,NA,Input, NA
NS,2020-11-14,121531,NA,NA,NA,1142,1056,65,NA,0,0,NA,Input, NA
NS,2020-11-15,121974,NA,NA,NA,1144,1058,65,NA,0,0,NA,Input, NA
NS,2020-11-16,122682,NA,NA,NA,1146,1058,65,NA,0,0,NA,Input, NA
NS,2020-11-17,123422,NA,NA,NA,1151,1062,65,NA,0,0,NA,Input, NA
NS,2020-11-18,124272,NA,NA,NA,1154,1065,65,NA,0,0,NA,Input, NA
NS,2020-11-19,125434,NA,NA,NA,1155,1067,65,NA,1,0,NA,Input, NA
NS,2020-11-20,126446,NA,NA,NA,1160,1067,65,NA,0,0,NA,Input, NA
NS,2020-11-21,127237,NA,NA,NA,1168,1070,65,NA,0,0,NA,Input, NA
NS,2020-11-22,128080,NA,NA,NA,1179,1070,65,NA,0,0,NA,Input, NA
NS,2020-11-23,128972,NA,NA,NA,1190,1074,65,NA,0,0,NA,Input, NA
NS,2020-11-24,130113,NA,NA,NA,1227,1075,65,NA,0,0,NA,Input, NA
NS,2020-11-25,131305,NA,NA,NA,1243,1076,65,NA,1,0,NA,Input, NA
NS,2020-11-26,133352,NA,NA,NA,1257,1078,65,NA,1,0,NA,Input, NA
NS,2020-11-27,133352,NA,NA,NA,1257,1078,65,NA,1,0,NA,Input, "did not update"
NS,2020-11-28,133352,NA,NA,NA,1257,1078,65,NA,1,0,NA,Input, "did not update"
NS,2020-11-29,133352,NA,NA,NA,1257,1078,65,NA,1,0,NA,Input, "did not update"
NS,2020-11-30,142367,NA,NA,NA,1305,1102,65,NA,0,0,NA,Input, NA
NS,2020-12-01,146495,NA,NA,NA,1315,1102,65,NA,0,0,NA,Input, "stopped reporting negative, reporting new completed test instead. back calculate negative = old neg + new test - new positive"
NS,2020-12-02,149773,NA,NA,NA,1332,1140,65,NA,0,0,NA,Input, "stopped reporting negative, reporting new completed test instead. back calculate negative = old neg + new test - new positive"
NS,2020-12-03,151809,NA,NA,NA,1343,1159,65,NA,0,0,NA,Input, "stopped reporting negative, reporting new completed test instead. back calculate negative = old neg + new test - new positive"
NS,2020-12-04,153417,NA,NA,NA,1358,1176,65,196425,0,0,NA,Input, "switching over to total completed test"
NS,2020-12-05,154821,NA,NA,NA,1364,1204,65,197835,0,0,NA,Input, "switching over to total completed test"
NS,2020-12-05,154821,NA,NA,NA,1364,1204,65,197835,0,0,NA,Input, "did not update"
NS,2020-12-06,NA,NA,NA,NA,1368,1221,65,200253,0,0,NA,Input, "did not update"
NS,2020-12-07,NA,NA,NA,NA,1376,1221,65,200253,0,0,NA,Input, NA
NS,2020-12-08,NA,NA,NA,NA,1383,1240,65,201093,0,0,NA,Input, NA
NS,2020-12-09,NA,NA,NA,NA,1389,1253,65,203047,0,0,NA,Input, NA
NS,2020-12-10,NA,NA,NA,NA,1393,1264,65,204884,0,0,NA,Input, NA
NS,2020-12-11,NA,NA,NA,NA,1402,1272,65,206743,0,0,NA,Input, NA
NS,2020-12-12,NA,NA,NA,NA,1409,1283,65,208349,0,0,NA,Input, NA
NS,2020-12-13,NA,NA,NA,NA,1415,1291,65,209769,0,0,NA,Input, NA
NS,2020-12-14,NA,NA,NA,NA,1420,1298,65,210978,0,0,NA,Input, NA
NS,2020-12-15,NA,NA,NA,NA,1426,1304,65,212590,0,0,NA,Input, NA
NS,2020-12-16,NA,NA,NA,NA,1430,1310,65,214918,0,0,NA,Input, NA
NS,2020-12-17,NA,NA,NA,NA,1436,1321,65,217323,0,0,NA,Input, NA
NS,2020-12-18,NA,NA,NA,NA,1443,1330,65,219323,0,0,NA,Input, NA
NS,2020-12-19,NA,NA,NA,NA,1445,1334,65,220434,0,0,NA,Input, "total test calculated from total test yesterday and new test today"
NS,2020-12-20,NA,NA,NA,NA,1445,1339,65,221416,0,0,NA,Input, NA
NS,2020-12-21,NA,NA,NA,NA,1447,1344,65,222777,0,0,NA,Input, NA
NS,2020-12-22,NA,NA,NA,NA,1454,1349,65,224572,0,0,NA,Input, NA
NS,2020-12-23,NA,NA,NA,NA,1458,1358,65,226091,0,0,NA,Input, NA
NS,2020-12-24,NA,NA,NA,NA,1465,1364,65,227455,0,0,NA,Input, NA
NS,2020-12-25,NA,NA,NA,NA,1465,1364,65,227455,0,0,NA,Input, "did not update resolved and test"
NS,2020-12-26,NA,NA,NA,NA,1474,1364,65,227455,0,0,NA,Input, "did not update resolved and test"
NS,2020-12-27,NA,NA,NA,NA,1477,1364,65,230294,0,0,NA,Input, "did not update resolved"
NS,2020-12-28,NA,NA,NA,NA,1478,1380,65,231553,0,0,NA,Input, NA
NS,2020-12-29,NA,NA,NA,NA,1480,1385,65,232923,1,0,NA,Input, NA
NS,2020-12-30,NA,NA,NA,NA,1483,1393,65,234515,1,0,NA,Input, NA
NS,2020-12-31,NA,NA,NA,NA,1486,1399,65,236738,1,0,NA,Input, NA
NS,2021-01-01,NA,NA,NA,NA,1497,1399,65,236738,1,0,NA,Input, "backfilled cases"
NS,2021-01-02,NA,NA,NA,NA,1499,1407,65,236738,1,0,NA,Input, "did not update test"
NS,2021-01-03,NA,NA,NA,NA,1501,1407,65,240649,1,0,NA,Input, "did not update, backfill from 4th"
NS,2021-01-04,NA,NA,NA,NA,1505,1413,65,241726,1,0,NA,Input, NA
NS,2021-01-05,NA,NA,NA,NA,1508,1424,65,242771,0,0,NA,Input, NA
NS,2021-01-06,NA,NA,NA,NA,1520,1426,65,244349,0,0,NA,Input, NA
NS,2021-01-07,NA,NA,NA,NA,1524,1431,65,245830,0,0,NA,Input, NA
NS,2021-01-08,NA,NA,NA,NA,1526,1432,65,247661,0,0,NA,Input, NA
NS,2021-01-09,NA,NA,NA,NA,1528,1433,65,248815,0,0,NA,Input, NA
NS,2021-01-10,NA,NA,NA,NA,1528,1435,65,250158,0,0,NA,Input, NA
NS,2021-01-11,NA,NA,NA,NA,1533,1442,65,252351,0,0,NA,Input, NA
NS,2021-01-12,NA,NA,NA,NA,1534,1442,65,254759,0,0,NA,Input, NA
NS,2021-01-13,NA,NA,NA,NA,1542,1447,65,256606,0,0,NA,Input, NA
NS,2021-01-14,NA,NA,NA,NA,1548,1451,65,258702,0,0,NA,Input, NA
NS,2021-01-15,NA,NA,NA,NA,1550,1453,65,260712,0,0,NA,Input, NA
NS,2021-01-16,NA,NA,NA,NA,1554,1459,65,263005,0,0,NA,Input, NA
NS,2021-01-17,NA,NA,NA,NA,1558,1464,65,264394,0,0,NA,Input, NA
NS,2021-01-18,NA,NA,NA,NA,1557,1467,65,265473,0,0,NA,Input, "cumulative case dropped by 1"
NS,2021-01-19,NA,NA,NA,NA,1561,1474,65,267489,0,0,NA,Input, NA
NS,2021-01-20,NA,NA,NA,NA,1564,1476,65,269174,0,0,NA,Input, NA
NS,2021-01-21,NA,NA,NA,NA,1565,1479,65,270963,0,0,NA,Input, NA
NS,2021-01-22,NA,NA,NA,NA,1570,1483,65,272213,0,0,NA,Input, NA
NS,2021-01-23,NA,NA,NA,NA,1570,1485,65,273651,0,0,NA,Input, NA
NS,2021-01-24,NA,NA,NA,NA,1571,1487,65,274751,0,0,NA,Input, NA
NS,2021-01-25,NA,NA,NA,NA,1571,1491,65,275588,0,0,NA,Input, NA
NS,2021-01-26,NA,NA,NA,NA,1572,1496,65,277180,0,0,NA,Input, NA
NS,2021-01-27,NA,NA,NA,NA,1576,1499,65,278695,0,0,NA,Input, NA
NS,2021-01-28,NA,NA,NA,NA,1576,1500,65,280462,1,0,NA,Input, NA
NS,2021-01-29,NA,NA,NA,NA,1577,1503,65,282050,1,0,NA,Input, NA
NS,2021-01-30,NA,NA,NA,NA,1580,1504,65,283517,2,1,NA,Input, NA
NS,2021-01-31,NA,NA,NA,NA,1580,1505,65,284925,2,1,NA,Input, NA
NS,2021-02-01,NA,NA,NA,NA,1581,1506,65,285856,2,1,NA,Input, NA
NS,2021-02-02,NA,NA,NA,NA,1582,1507,65,286775,2,1,NA,Input, NA
NS,2021-02-03,NA,NA,NA,NA,1583,1507,65,288392,2,1,NA,Input, NA
NS,2021-02-04,NA,NA,NA,NA,1584,1509,65,289252,2,1,NA,Input, NA
NS,2021-02-05,NA,NA,NA,NA,1584,1511,65,290933,2,1,NA,Input, NA
NS,2021-02-06,NA,NA,NA,NA,1584,1512,65,292286,1,1,NA,Input, NA
NS,2021-02-07,NA,NA,NA,NA,1585,1512,65,293162,1,1,NA,Input, NA
NS,2021-02-08,NA,NA,NA,NA,1586,1513,65,294115,1,1,NA,Input, NA
NS,2021-02-09,NA,NA,NA,NA,1587,1513,65,295856,1,1,NA,Input, NA
NS,2021-02-10,NA,NA,NA,NA,1588,1514,65,297109,1,1,NA,Input, NA
NS,2021-02-11,NA,NA,NA,NA,1590,1514,65,298640,1,1,NA,Input, NA
NS,2021-02-12,NA,NA,NA,NA,1590,1516,65,300639,1,1,NA,Input, NA
NS,2021-02-13,NA,NA,NA,NA,1592,1517,65,301961,1,1,NA,Input, NA
NS,2021-02-14,NA,NA,NA,NA,1593,1519,65,303390,1,1,NA,Input, NA
NS,2021-02-15,NA,NA,NA,NA,1594,1519,65,305010,1,1,NA,Input, NA
NS,2021-02-16,NA,NA,NA,NA,1597,1520,65,306384,1,1,NA,Input, NA
PEI,2020-03-15,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,WBM,NA
PEI,2020-03-17,40,NA,142,NA,1,NA,0,NA,NA,NA,NA,WBM,NA
